id,throughput_mbps,latency_ms,jitter_ms,packet_loss_pct,avg_packet_size_B,burst_ratio,flow_duration_s,signal_strength_dBm,packets_per_second,retransmission_rate,traffic_class
3672,2.6409,16.0501,1.6844,0.3346,157.8418,0.5479,553.7983,-71.1693,161.7626,0.213,Online_Gaming
3673,57.7288,21.1504,3.3091,0.0309,1431.2776,0.8695,76.447,-61.0345,7.3371,0.0416,File_Transfer
3674,72.6328,14.9247,1.3568,0.9242,1333.7755,0.7787,210.2604,-66.4348,139.1843,0.3789,Video_Streaming
3675,69.122,34.0461,1.996,0.6839,1500.1834,0.8099,254.0942,-69.3119,517.9686,0.1395,Video_Streaming
3676,70.419,36.552,4.2361,0.0695,1577.03,0.7769,90.6156,-68.3627,263.2876,0.1034,File_Transfer
3677,78.8361,16.6199,2.1441,0.0233,1316.5149,0.6822,299.2782,-73.3452,121.4782,0.322,Video_Streaming
3678,0.0121,107.0567,10.4214,1.8484,60.4749,0.0893,5.6084,-89.7336,0.6472,1.0,IoT_Sensor
3679,0.0151,86.1945,13.5051,2.2151,50.563,0.1069,11.3599,-89.6616,4.4509,0.9188,IoT_Sensor
3680,0.1663,6.4349,1.0293,0.4022,183.0878,0.3276,152.6899,-69.6831,1.748,0.1367,VoIP
3681,1.8702,13.62,2.3431,0.2961,144.8533,0.4719,501.6194,-64.2874,15.4966,0.3652,Online_Gaming
3682,57.5851,32.4737,2.7476,0.1761,1501.0325,0.946,74.9004,-74.034,179.4386,0.0,File_Transfer
3683,0.0706,7.7777,0.6008,0.0293,175.8908,0.2571,104.8759,-69.8078,6.0963,0.1282,VoIP
3684,3.8296,11.3444,2.075,0.3876,206.1958,0.3554,813.9919,-69.3892,12.5938,0.4033,Online_Gaming
3685,3.5841,11.01,1.7174,0.263,217.7844,0.5677,643.932,-71.9,63.5294,0.033,Online_Gaming
3686,67.004,30.804,1.8105,0.2016,1559.3348,0.9008,20.5117,-75.8837,121.1309,0.1186,File_Transfer
3687,0.0089,62.6464,12.9135,2.6926,26.2033,0.1289,12.5479,-91.5268,6.4023,0.9381,IoT_Sensor
3688,0.0729,16.0462,1.4284,0.0365,169.1796,0.2258,122.1758,-71.6656,8.3285,0.1537,VoIP
3689,36.1439,21.9265,3.8876,0.101,1532.2009,0.8645,60.9669,-64.016,386.3864,0.0769,File_Transfer
3690,5.6047,27.5216,1.9113,0.2227,901.8138,0.5038,1367.2486,-67.0764,51.6029,0.1338,Video_Conferencing
3691,72.901,19.381,2.9582,0.6278,1245.47,0.6971,318.4905,-73.4154,3966.4866,0.3057,Video_Streaming
3692,3.6887,21.2208,1.7337,0.6884,857.9036,0.7008,2160.5047,-69.3882,39.0741,0.2618,Video_Conferencing
3693,7.1216,32.2083,4.0252,0.4168,906.8098,0.5373,31.4894,-73.7143,106.2993,0.4422,Web_Browsing
3694,87.9516,20.3949,1.8868,0.6575,1564.4302,0.7219,257.4625,-64.0583,164.6065,0.3559,Video_Streaming
3695,0.0086,97.1227,7.7467,2.4553,77.1237,0.1027,7.956,-86.8843,1.8573,1.0,IoT_Sensor
3696,0.1074,14.8931,0.9029,0.3071,156.6723,0.317,132.7305,-77.7747,4.7197,0.0004,VoIP
3697,3.6914,17.0252,0.9444,0.2435,186.0635,0.4342,463.7499,-60.3064,1.0517,0.0344,Online_Gaming
3698,0.0,16.6299,4.0911,0.1216,1466.7147,0.8789,48.1209,-74.9526,333.6681,0.0974,File_Transfer
3699,4.51,39.1452,2.1768,0.3106,874.9141,0.6289,1627.0772,-73.3479,31.3028,0.2501,Video_Conferencing
3700,3.6249,11.4649,1.9348,0.1969,294.8424,0.6526,987.1192,-71.3876,77.1002,0.2085,Online_Gaming
3701,18.7571,43.4301,2.4785,0.0866,1596.3743,0.8873,82.5606,-73.0654,1669.7922,0.1511,File_Transfer
3702,0.1486,6.9273,0.4592,0.1314,176.5831,0.2536,107.6368,-75.3442,9.2411,0.2369,VoIP
3703,0.1453,16.1561,0.1449,0.1692,165.8913,0.3529,159.9935,-77.5509,11.1989,0.174,VoIP
3704,6.8614,63.7875,2.9414,0.507,394.7536,0.3844,42.0114,-72.6857,20.239,0.563,Web_Browsing
3705,4.8782,17.0576,1.6241,0.2603,822.1632,0.4784,1940.9926,-66.2677,2.4717,0.3716,Video_Conferencing
3706,0.0121,157.84,11.1194,3.849,47.318,0.0877,8.6258,-76.9717,7.7596,1.0,IoT_Sensor
3707,89.7027,18.1908,1.5299,0.3907,1394.0958,0.6821,369.3805,-72.6976,439.1951,0.2047,Video_Streaming
3708,56.2839,23.6351,3.304,0.1722,1402.4702,0.9653,54.034,-71.9369,182.407,0.0672,File_Transfer
3709,69.3912,22.195,1.7536,0.6935,1487.4342,0.4959,321.4145,-67.9884,253.5543,0.3019,Video_Streaming
3710,85.4917,15.2219,1.685,0.0937,1257.7948,0.5382,463.8773,-68.4813,47.0933,0.2046,Video_Streaming
3711,50.3484,14.5133,2.242,0.5489,1315.619,0.831,316.5284,-74.653,1019.0633,0.255,Video_Streaming
3712,3.9261,19.8005,1.5989,0.4095,932.1453,0.673,2069.116,-68.015,91.0554,0.2186,Video_Conferencing
3713,2.174,21.4944,2.2819,0.6959,975.4118,0.5241,2201.5462,-63.0379,24.3988,0.1729,Video_Conferencing
3714,16.54,26.7226,3.6208,0.1214,1488.2192,0.9008,96.5661,-79.851,328.4177,0.0841,File_Transfer
3715,2.248,57.9783,5.0691,1.37,791.4757,0.3698,34.5604,-70.7268,1.1293,0.3942,Web_Browsing
3716,82.3058,20.5102,1.5619,0.4359,1335.2541,0.5436,261.0526,-78.8154,1436.5116,0.4846,Video_Streaming
3717,84.7953,20.9066,2.1595,0.7737,1471.7348,0.8408,325.7249,-69.1663,1394.8972,0.2309,Video_Streaming
3718,0.0923,6.2866,0.8266,0.2108,161.5155,0.3291,128.7636,-80.3774,0.2248,0.2271,VoIP
3719,47.1502,21.0464,4.0831,0.1708,1538.4767,0.8733,94.2044,-78.9747,146.6087,0.0,File_Transfer
3720,0.0045,114.9644,10.6584,1.4368,46.2727,0.085,7.5312,-79.3095,1.7452,1.0,IoT_Sensor
3721,98.0714,26.2483,1.9046,0.9022,1502.1222,0.8192,410.2137,-80.6355,1515.9074,0.5094,Video_Streaming
3722,5.4329,59.788,9.3337,0.5216,952.0081,0.2547,34.0921,-69.1386,311.0095,0.4159,Web_Browsing
3723,3.9938,27.7043,2.1079,0.186,790.5403,0.6126,1290.1949,-73.2487,37.1361,0.0566,Video_Conferencing
3724,8.9363,41.8806,2.6056,0.1093,1518.2057,0.9105,39.6235,-69.23,13.2513,0.1767,File_Transfer
3725,2.2809,27.2945,1.5981,0.4296,991.9214,0.6313,1729.092,-66.6984,89.1692,0.2289,Video_Conferencing
3726,0.1211,13.9268,0.9751,0.2425,178.2142,0.3293,85.227,-64.718,10.7764,0.043,VoIP
3727,2.0222,17.1234,1.0268,0.4005,249.4066,0.51,721.792,-71.1529,78.1897,0.0885,Online_Gaming
3728,76.82,33.9812,2.9218,0.0952,1488.2543,0.8549,18.6007,-74.5015,222.8933,0.0068,File_Transfer
3729,0.1613,10.2782,1.3179,0.2197,154.9332,0.2233,90.8718,-76.3126,4.5383,0.0,VoIP
3730,43.8945,24.0096,4.4663,0.1537,1442.318,0.8574,57.5756,-66.5266,314.8507,0.0,File_Transfer
3731,0.0057,165.4629,6.4402,1.9669,73.0797,0.0863,10.0328,-90.0541,0.493,0.9183,IoT_Sensor
3732,2.6467,12.681,1.7612,0.3801,117.3867,0.4547,661.9509,-65.1097,31.5719,0.2086,Online_Gaming
3733,3.3275,72.8918,2.824,0.3705,737.3735,0.291,34.8025,-65.0512,7.3552,0.4355,Web_Browsing
3734,3.0126,17.7364,9.0417,1.6144,855.4107,0.2704,10.9996,-78.5368,21.6339,0.3408,Web_Browsing
3735,3.6755,32.1783,2.3122,0.2245,962.3353,0.5149,1889.6567,-69.5709,40.745,0.11,Video_Conferencing
3736,3.4569,28.6996,0.8676,0.2263,1043.1725,0.4991,2254.5992,-71.1155,64.9164,0.3724,Video_Conferencing
3737,4.4028,44.133,7.6296,1.3265,996.997,0.4238,34.12,-72.5468,61.4294,0.4823,Web_Browsing
3738,102.3297,20.5482,1.3916,0.8633,1388.4196,0.5959,304.0473,-66.0214,324.6852,0.3384,Video_Streaming
3739,100.0414,20.3786,2.3242,0.5648,1420.7751,0.5784,269.9871,-72.1851,518.8796,0.2699,Video_Streaming
3740,93.8561,38.2884,4.4673,0.0,1501.057,0.88,88.8527,-58.934,41.5734,0.173,File_Transfer
3741,0.124,16.1319,0.4104,0.0552,165.8087,0.302,134.8593,-79.3941,3.2933,0.1058,VoIP
3742,96.6669,27.3059,2.5604,0.2849,1552.9313,0.9055,327.0652,-68.4898,151.4002,0.4038,Video_Streaming
3743,11.5676,51.3464,8.0826,0.7352,524.8719,0.2918,38.2179,-78.5113,2.9891,0.5716,Web_Browsing
3744,92.1939,32.2991,3.3915,0.0117,1475.0736,0.95,76.9372,-70.3849,238.8267,0.1586,File_Transfer
3745,51.9306,28.337,1.9927,0.0693,1464.9877,0.9061,63.1951,-73.1174,107.1646,0.1588,File_Transfer
3746,3.8355,24.8023,0.9925,0.5735,1119.2573,0.5329,1848.4989,-73.2027,8.6249,0.1191,Video_Conferencing
3747,0.0099,63.7675,8.4871,1.9942,73.5337,0.1055,2.9906,-82.8138,25.0422,0.9422,IoT_Sensor
3748,0.0155,110.565,16.2918,1.5282,57.3697,0.0873,7.096,-94.6682,2.4411,1.0,IoT_Sensor
3749,0.0127,129.1871,13.1556,0.3398,70.1665,0.1276,10.5828,-98.3171,9.5938,1.0,IoT_Sensor
3750,2.5309,19.5409,1.8919,0.2886,905.0536,0.7198,2023.4944,-65.8607,52.463,0.164,Video_Conferencing
3751,4.3471,14.0169,1.4335,0.4942,224.6421,0.3529,509.4812,-69.6769,59.6805,0.0,Online_Gaming
3752,3.1091,14.8427,0.9737,0.2824,215.1369,0.4734,606.7556,-72.9494,69.3247,0.087,Online_Gaming
3753,0.0094,54.7922,9.6288,0.0,47.9613,0.0914,12.1759,-89.1349,3.5316,0.9218,IoT_Sensor
3754,104.4884,21.5573,2.3086,0.6885,1411.38,0.7527,277.174,-75.1104,107.3284,0.3108,Video_Streaming
3755,0.0143,105.7074,2.2807,2.1971,60.5847,0.1168,12.624,-76.8075,1.3052,1.0,IoT_Sensor
3756,4.4115,33.7103,4.4253,0.4805,745.5514,0.5545,23.7118,-65.1776,40.3021,0.565,Web_Browsing
3757,91.6911,21.4446,1.4662,0.5112,1264.1737,0.6242,448.1518,-58.8411,182.9455,0.3715,Video_Streaming
3758,79.9145,27.1889,1.5203,0.7331,1326.3727,0.7611,376.8567,-74.0827,795.87,0.0154,Video_Streaming
3759,57.1902,53.8893,3.7888,0.1221,1584.3591,0.8761,82.0826,-72.8307,647.2074,0.0211,File_Transfer
3760,0.0138,106.9989,9.9017,1.7971,88.4493,0.1192,10.0943,-91.415,38.8162,0.9486,IoT_Sensor
3761,4.3154,22.426,2.1575,0.4818,892.1844,0.6017,1523.0462,-71.8544,135.2473,0.2357,Video_Conferencing
3762,3.2099,24.9173,2.9214,0.6253,931.4535,0.5246,1281.1626,-69.6647,1.2302,0.1657,Video_Conferencing
3763,5.0628,18.6822,1.3295,0.3673,1095.4898,0.7787,1725.5124,-72.5013,65.1637,0.1888,Video_Conferencing
3764,62.3766,28.3279,4.4545,0.1258,1547.0301,0.9372,80.0603,-70.7381,1317.9379,0.0386,File_Transfer
3765,11.1884,30.793,2.338,0.1002,1525.1547,0.9559,62.4333,-73.5848,616.3609,0.093,File_Transfer
3766,56.7533,37.7853,3.6753,0.171,1447.8238,0.8795,60.843,-69.1162,827.6015,0.0741,File_Transfer
3767,59.757,20.0603,2.1642,0.5182,1557.592,0.7727,266.3804,-69.6357,115.7652,0.2158,Video_Streaming
3768,0.0689,4.6239,0.6379,0.2348,136.3644,0.1865,166.3136,-66.0146,16.9751,0.0,VoIP
3769,3.0556,21.758,2.1546,0.2675,928.8872,0.6401,1429.5285,-74.9561,23.6018,0.1375,Video_Conferencing
3770,0.1525,7.9533,0.9465,0.2956,173.3951,0.3391,73.6876,-77.1768,3.4905,0.0,VoIP
3771,4.4595,25.5178,1.4426,0.3339,934.9482,0.5706,1904.4759,-75.0429,13.6728,0.2069,Video_Conferencing
3772,2.8309,14.5906,0.9788,0.2464,306.0744,0.6109,398.8882,-73.4696,4.4827,0.0822,Online_Gaming
3773,3.9346,67.5483,5.252,0.6188,487.7975,0.369,34.4308,-73.9032,12.3963,0.3449,Web_Browsing
3774,0.0,32.0147,1.4692,1.9713,637.071,0.3339,18.7367,-59.7659,156.613,0.4913,Web_Browsing
3775,0.0227,100.9458,3.2014,1.2868,48.3559,0.0987,9.8005,-94.9396,8.3263,0.9559,IoT_Sensor
3776,77.7054,17.9653,1.9235,0.6855,1473.9631,0.7911,349.0842,-70.4167,394.1755,0.2424,Video_Streaming
3777,2.5707,20.5902,1.619,0.3657,217.8869,0.3213,944.2523,-74.6458,9.2481,0.1373,Online_Gaming
3778,106.4982,29.8024,2.2177,0.5423,1448.7991,0.6901,322.0806,-74.9283,606.9999,0.2966,Video_Streaming
3779,42.9058,44.7127,4.0582,0.0872,1469.8849,0.8768,30.3,-77.113,215.2592,0.0,File_Transfer
3780,4.8897,28.6841,1.888,0.3871,887.04,0.5916,2378.8935,-66.4594,0.53,0.1736,Video_Conferencing
3781,57.4658,24.0751,3.0454,0.0749,1537.1929,0.8702,52.144,-71.6356,236.5132,0.0019,File_Transfer
3782,5.4409,26.2112,1.6712,0.6157,835.993,0.78,2025.1599,-67.7916,67.5334,0.2555,Video_Conferencing
3783,0.0113,49.4268,8.3766,1.9297,65.8381,0.1082,11.9815,-106.3602,50.5831,0.9886,IoT_Sensor
3784,0.0097,140.9145,7.4743,1.8324,93.561,0.1177,10.3897,-95.4837,2.5709,1.0,IoT_Sensor
3785,9.0525,54.0852,3.9293,1.3533,806.509,0.4689,40.0952,-68.0365,31.9585,0.5033,Web_Browsing
3786,0.001,171.6814,10.2181,1.2798,54.8176,0.1344,9.7166,-67.7212,3.2618,0.8498,IoT_Sensor
3787,4.5376,29.8923,3.0985,0.1952,1301.3132,0.6066,1717.6733,-73.5765,116.3251,0.2166,Video_Conferencing
3788,0.0829,8.1513,1.1205,0.2734,145.7275,0.3126,101.2228,-69.6693,1.376,0.0813,VoIP
3789,88.0562,23.4471,4.2421,0.158,1456.803,0.9042,62.4174,-75.3164,424.2503,0.1386,File_Transfer
3790,10.2927,38.5863,5.8891,1.849,899.904,0.4009,35.1665,-69.7753,4.5095,0.6324,Web_Browsing
3791,4.6508,23.9394,2.0403,0.4887,810.5057,0.6427,1501.1497,-68.2851,44.8341,0.3053,Video_Conferencing
3792,0.0138,100.9826,6.9204,2.9962,63.0899,0.1262,8.4611,-82.1615,13.7848,1.0,IoT_Sensor
3793,5.2321,19.3619,2.0622,0.5618,1072.5553,0.502,2089.1196,-68.8098,1.4868,0.2998,Video_Conferencing
3794,81.0124,15.0569,2.2073,0.9041,1290.7818,0.7296,264.4244,-69.9752,226.6398,0.0,Video_Streaming
3795,0.1037,8.2083,0.5983,0.0126,127.6115,0.3325,73.5281,-82.3008,5.2456,0.0,VoIP
3796,2.619,10.932,1.2099,0.4261,55.5844,0.6759,523.6288,-71.2901,18.8459,0.1732,Online_Gaming
3797,1.3698,16.1819,1.4182,0.2519,247.4935,0.5463,561.3052,-62.501,32.3724,0.1919,Online_Gaming
3798,7.9819,46.2949,4.8133,0.1366,1469.6621,0.8697,35.3452,-67.6974,129.9784,0.0,File_Transfer
3799,70.0413,17.1105,2.5394,0.439,1148.3905,0.5899,318.7524,-71.2638,379.1412,0.2719,Video_Streaming
3800,0.0858,11.6831,1.4711,0.1959,125.3049,0.3351,127.6971,-76.9646,20.335,0.0278,VoIP
3801,3.1344,26.7355,2.8258,0.6837,914.7905,0.686,1601.8531,-74.0239,64.2931,0.2507,Video_Conferencing
3802,2.9564,13.2812,1.7778,0.5272,167.8094,0.6282,543.4149,-74.0363,69.5052,0.2768,Online_Gaming
3803,2.4276,11.2213,1.8135,0.4717,198.4658,0.607,436.8184,-76.6107,24.8429,0.0549,Online_Gaming
3804,87.7485,21.9485,1.661,0.5339,1311.0196,0.6801,317.876,-75.3861,8.5361,0.3124,Video_Streaming
3805,71.9089,19.6291,4.0691,0.0928,1501.6204,0.9085,90.6564,-76.4947,77.9121,0.071,File_Transfer
3806,2.9604,13.8558,1.6549,0.3611,233.5385,0.4885,881.9299,-76.0211,18.0077,0.1382,Online_Gaming
3807,59.6767,57.4314,2.7273,0.0403,1486.0689,0.8949,14.2904,-75.4446,516.0444,0.0,File_Transfer
3808,8.0369,50.8002,4.4568,1.1807,813.5218,0.5236,35.3604,-69.1222,99.9957,0.6067,Web_Browsing
3809,0.1284,10.99,1.2769,0.1778,156.9339,0.3251,145.8118,-77.1903,15.751,0.035,VoIP
3810,100.9897,19.7079,2.0147,0.5893,1373.464,0.7455,331.7296,-62.0737,170.7396,0.1795,Video_Streaming
3811,91.191,14.8969,3.1498,0.3298,1399.8082,0.5225,302.607,-70.6038,826.6951,0.33,Video_Streaming
3812,6.0086,31.8704,3.1238,0.5149,1024.887,0.3211,2238.0088,-68.9823,28.6642,0.1999,Video_Conferencing
3813,85.7376,44.8827,3.3723,0.0516,1467.8688,1.0,77.2575,-67.6238,190.1122,0.194,File_Transfer
3814,0.0056,75.3683,11.3673,0.8954,72.3086,0.1224,13.2074,-84.9109,15.2317,0.9314,IoT_Sensor
3815,99.2808,21.2795,2.2776,0.5987,1323.9135,0.6533,308.8907,-60.9437,736.6324,0.1006,Video_Streaming
3816,0.02,83.8487,8.8675,3.9009,59.318,0.0842,8.369,-81.1488,4.7056,0.9008,IoT_Sensor
3817,69.2587,29.5813,3.9741,0.0607,1409.342,0.9438,69.5799,-68.5369,335.4781,0.1071,File_Transfer
3818,0.1057,9.9781,1.2447,0.1835,148.2749,0.2619,103.3706,-78.5326,2.1138,0.2535,VoIP
3819,1.2081,50.3523,7.0995,0.5906,596.3347,0.2766,37.253,-66.3197,29.1112,0.5438,Web_Browsing
3820,4.6016,26.9255,1.9813,0.6392,992.3012,0.6417,1507.3768,-76.7899,53.1447,0.3204,Video_Conferencing
3821,71.1014,19.5335,2.3858,0.2819,1355.2927,0.5773,254.8783,-63.1341,2434.0598,0.1414,Video_Streaming
3822,4.7644,60.161,6.1604,1.1358,945.2726,0.1124,38.3226,-72.3412,16.5065,0.4569,Web_Browsing
3823,73.8246,35.3573,3.6755,0.0671,1424.4614,0.946,96.5296,-66.1558,940.8157,0.0,File_Transfer
3824,4.5366,18.231,2.1785,0.3226,963.1387,0.6223,1852.9026,-74.7665,18.9111,0.3037,Video_Conferencing
3825,81.3241,15.7392,2.5342,0.6464,1440.9751,0.5917,325.1698,-79.235,1715.9967,0.2851,Video_Streaming
3826,22.7811,28.3144,2.9795,0.0422,1556.4639,0.8146,54.8924,-77.0865,394.0092,0.0689,File_Transfer
3827,0.0108,61.9456,11.3446,0.396,47.9071,0.1194,16.204,-88.0825,11.4671,1.0,IoT_Sensor
3828,0.019,123.1528,9.1164,2.2168,53.4141,0.1298,15.0965,-72.4719,6.1684,1.0,IoT_Sensor
3829,3.3152,26.927,2.0549,0.4744,1035.3715,0.5947,2122.109,-69.2268,3.4247,0.0948,Video_Conferencing
3830,3.911,56.1533,7.3874,0.859,819.5493,0.2903,24.2972,-73.1589,81.6127,0.3126,Web_Browsing
3831,0.0135,99.6603,9.7581,2.3337,64.7016,0.082,6.6173,-90.9404,14.125,0.7718,IoT_Sensor
3832,86.0407,17.9413,1.7716,0.7476,1349.3831,0.6113,348.7955,-61.2112,1504.2752,0.1624,Video_Streaming
3833,0.002,54.0109,8.9792,1.0788,64.0905,0.1261,8.4186,-76.7289,2.1253,0.9155,IoT_Sensor
3834,9.3469,69.5217,5.5987,0.3488,1037.6684,0.514,33.4309,-75.0274,59.4407,0.5537,Web_Browsing
3835,11.3991,44.2994,5.5473,0.0268,779.4998,0.3227,27.4835,-68.928,104.0521,0.5307,Web_Browsing
3836,1.5034,18.497,1.089,0.2109,90.6608,0.4072,681.5831,-64.674,137.6867,0.2315,Online_Gaming
3837,93.0705,12.1856,2.4983,0.4213,1606.3895,0.6214,249.9842,-69.493,1033.4364,0.418,Video_Streaming
3838,90.7743,24.7382,2.2263,0.5523,1323.7804,0.8544,285.1868,-73.4932,907.7334,0.2538,Video_Streaming
3839,0.1605,9.5035,0.4582,0.088,126.2,0.3208,135.2284,-78.3411,21.9089,0.0,VoIP
3840,64.329,39.165,3.1782,0.0545,1499.0436,0.9194,59.9187,-82.166,1615.2651,0.0334,File_Transfer
3841,0.0067,89.6614,13.42,2.3333,56.1324,0.0887,12.5899,-70.6361,3.8148,0.9024,IoT_Sensor
3842,3.5173,63.1186,5.6762,1.1539,853.0047,0.3103,44.0136,-69.1576,152.6873,0.3869,Web_Browsing
3843,64.238,22.6004,4.3025,0.1158,1548.2198,0.8591,48.5295,-75.6863,903.5904,0.0527,File_Transfer
3844,18.2663,28.2191,2.4591,0.107,1537.7793,0.9213,77.7204,-64.5822,83.4437,0.0573,File_Transfer
3845,4.0162,49.3905,4.0088,1.2311,880.8205,0.2101,23.4093,-67.7218,14.2461,0.3915,Web_Browsing
3846,72.438,9.578,2.0796,0.2471,1362.6557,0.8338,310.8201,-69.2103,896.8949,0.2324,Video_Streaming
3847,0.1794,16.0859,0.8304,0.1759,158.5329,0.2562,120.2991,-75.6885,19.4967,0.2364,VoIP
3848,0.0099,119.5227,10.2135,2.4799,43.9266,0.0777,13.4121,-87.3851,33.9587,1.0,IoT_Sensor
3849,0.013,25.5936,16.5234,2.4519,75.8133,0.1099,5.3523,-90.9663,55.506,0.9657,IoT_Sensor
3850,5.1914,43.7035,5.6339,1.0345,1090.7825,0.5601,48.679,-68.0095,54.0354,0.5479,Web_Browsing
3851,0.003,96.6852,12.195,1.3013,60.7131,0.0735,11.7756,-77.3129,25.0478,1.0,IoT_Sensor
3852,4.1869,20.2353,1.8631,0.4365,968.3393,0.5958,1785.6786,-71.764,40.2576,0.1322,Video_Conferencing
3853,0.0092,145.9371,15.224,2.742,85.7916,0.11,9.1141,-85.5175,3.3936,0.9947,IoT_Sensor
3854,96.1488,28.9258,1.2864,0.1275,1497.8841,0.7645,244.0065,-78.257,1150.1917,0.2224,Video_Streaming
3855,0.1485,4.2913,0.874,0.0978,198.5615,0.2533,113.0068,-56.8401,4.5286,0.0181,VoIP
3856,1.7606,54.5245,5.3291,1.4337,892.5652,0.2069,18.5219,-71.974,122.3932,0.5299,Web_Browsing
3857,3.0557,16.9878,1.1266,0.3881,121.4633,0.3145,514.5944,-71.117,45.8955,0.0536,Online_Gaming
3858,0.0081,167.6859,9.6351,1.4978,45.2796,0.1161,6.5724,-87.3683,0.7104,0.8794,IoT_Sensor
3859,0.0097,128.554,11.03,3.5987,71.5218,0.1198,6.9324,-81.5594,2.0449,1.0,IoT_Sensor
3860,87.1364,14.5879,2.6626,0.5023,1325.3884,0.6726,273.128,-60.4311,125.8121,0.2459,Video_Streaming
3861,48.8542,21.435,3.3729,0.0966,1518.7667,0.9344,43.5569,-77.6146,1219.7308,0.0,File_Transfer
3862,3.596,18.2176,1.2253,0.8703,832.2803,0.5319,1910.8293,-65.643,66.3355,0.209,Video_Conferencing
3863,4.1578,18.5787,2.0533,0.2982,310.7234,0.4979,645.0294,-68.5255,53.2504,0.1527,Online_Gaming
3864,0.0007,100.7727,12.6985,1.9468,36.298,0.1078,12.9609,-84.2446,23.0693,0.8085,IoT_Sensor
3865,9.8881,81.4974,5.4356,0.8157,857.1192,0.4592,19.2012,-68.1925,28.3589,0.6631,Web_Browsing
3866,89.9299,20.5531,2.1178,0.568,1393.9077,0.7256,367.7689,-67.5815,1475.3718,0.2576,Video_Streaming
3867,4.3291,13.6184,1.1621,0.4864,878.0139,0.5493,1661.0028,-79.1466,6.8871,0.2129,Video_Conferencing
3868,10.2457,65.4323,5.414,1.0861,848.4023,0.4901,49.9323,-71.0742,142.6282,0.4205,Web_Browsing
3869,2.9501,16.1779,2.2375,0.3298,218.966,0.4585,624.8818,-64.8141,36.3711,0.0,Online_Gaming
3870,0.0109,72.6085,10.7859,1.7925,79.6297,0.0983,9.1138,-98.8871,2.0347,1.0,IoT_Sensor
3871,0.0,6.6722,0.946,0.2117,162.2614,0.269,148.9602,-81.7716,21.0553,0.0783,VoIP
3872,2.1023,57.5544,3.612,1.0402,579.1842,0.6005,28.2785,-67.4711,3.0625,0.5711,Web_Browsing
3873,5.0865,20.7271,2.2653,0.4668,888.7553,0.7346,1689.2477,-71.3763,44.2598,0.2953,Video_Conferencing
3874,0.01,120.4801,8.5675,2.1958,76.4615,0.1209,12.071,-76.1734,31.5722,0.9203,IoT_Sensor
3875,0.0891,7.039,1.1413,0.2411,148.8717,0.2878,120.8541,-74.6072,11.6025,0.1021,VoIP
3876,52.7907,11.3827,2.5957,0.5085,1493.7377,0.6168,236.6253,-73.1304,490.9965,0.3572,Video_Streaming
3877,4.2035,13.8658,1.8757,0.2796,221.4744,0.4909,699.6618,-65.8944,70.3521,0.0853,Online_Gaming
3878,70.4478,21.635,1.5644,0.4305,1462.5212,0.9277,272.2839,-65.9395,869.2686,0.1939,Video_Streaming
3879,3.0661,19.9292,1.597,0.2002,212.8963,0.2355,682.6745,-70.8519,42.1815,0.1931,Online_Gaming
3880,0.0116,84.116,13.8475,0.0,71.431,0.0826,12.0391,-96.7461,1.0414,0.9993,IoT_Sensor
3881,0.0162,107.6625,10.3254,1.1667,65.8155,0.0549,9.7091,-87.2658,17.9114,0.9481,IoT_Sensor
3882,2.8755,12.6107,1.8186,0.3584,104.5969,0.5637,493.6311,-69.7902,33.4971,0.0497,Online_Gaming
3883,0.1126,9.4149,1.3685,0.2575,174.9041,0.2939,51.231,-67.3676,5.8393,0.1036,VoIP
3884,3.0423,29.1118,1.9692,0.5193,799.5853,0.5694,1593.5088,-65.4771,111.3979,0.0825,Video_Conferencing
3885,4.3425,18.6097,2.0686,0.3173,739.4272,0.5438,2061.9298,-71.6124,2.7148,0.3232,Video_Conferencing
3886,4.7975,61.188,5.3924,0.7872,805.521,0.447,34.7574,-61.4816,170.8634,0.4409,Web_Browsing
3887,2.6414,19.358,1.4411,0.1182,232.5955,0.5077,691.2745,-63.1617,9.9005,0.0,Online_Gaming
3888,0.0168,124.718,12.6682,2.1191,48.6398,0.1022,7.7501,-81.7215,22.2785,0.9713,IoT_Sensor
3889,3.7259,15.4971,1.863,0.253,190.8577,0.558,643.9864,-60.5459,60.8393,0.1213,Online_Gaming
3890,112.3195,15.0179,2.0073,0.4949,1346.1701,0.7533,356.2181,-69.6711,119.7473,0.2652,Video_Streaming
3891,0.1809,9.7337,1.1268,0.3277,175.4482,0.3113,154.4943,-70.8672,4.3857,0.1839,VoIP
3892,0.1189,8.6753,1.2149,0.3043,160.4586,0.3749,105.9763,-67.0429,4.1001,0.0796,VoIP
3893,3.221,24.8579,1.9082,0.3721,805.6493,0.5215,1366.1478,-77.5968,34.3806,0.2741,Video_Conferencing
3894,4.3659,30.5466,1.9319,0.4311,617.9441,0.5627,1755.8319,-70.1153,16.8914,0.1743,Video_Conferencing
3895,57.4678,34.5728,2.9376,0.1088,1487.6085,0.8998,63.4797,-68.4065,623.0795,0.0527,File_Transfer
3896,6.6547,29.5882,3.2326,1.0467,936.2063,0.5305,27.0443,-73.3486,55.9308,0.4516,Web_Browsing
3897,0.0082,70.5093,10.5347,3.389,90.1796,0.0878,15.852,-85.734,1.393,1.0,IoT_Sensor
3898,5.3784,31.1529,1.7513,0.1287,1121.9857,0.695,1882.0879,-68.2478,27.1784,0.0441,Video_Conferencing
